,Unnamed: 0,0,1,2,deviation,strategy_prediction
295,295,0.5,3.7,1.9,4.1,True
296,296,0.5,3.7,2.1,4.300000000000002,True
297,297,0.5,3.7,2.3,4.5,True
298,298,0.5,3.7,2.5,4.7,True
299,299,0.5,3.7,2.7,4.9,True
300,300,0.5,3.7,2.9,5.1,True
301,301,0.5,3.7,3.1,5.300000000000002,True
302,302,0.5,3.7,3.3,5.5,True
303,303,0.5,3.7,3.5,5.7,True
304,304,0.5,3.7,3.7,5.9,True
305,305,0.5,3.7,3.9,6.1,True
306,306,0.5,3.9,0.5,3.9,True
307,307,0.5,3.9,0.7,3.7,True
308,308,0.5,3.9,0.9,3.5,True
309,309,0.5,3.9,1.1,3.5,True
310,310,0.5,3.9,1.3,3.7,True
311,311,0.5,3.9,1.5,3.9,True
312,312,0.5,3.9,1.7,4.1,True
313,313,0.5,3.9,1.9,4.3,True
314,314,0.5,3.9,2.1,4.5,True
315,315,0.5,3.9,2.3,4.699999999999998,True
316,316,0.5,3.9,2.5,4.9,True
317,317,0.5,3.9,2.7,5.1,True
318,318,0.5,3.9,2.9,5.3,True
319,319,0.5,3.9,3.1,5.5,True
320,320,0.5,3.9,3.3,5.699999999999998,True
321,321,0.5,3.9,3.5,5.9,True
322,322,0.5,3.9,3.7,6.1,True
323,323,0.5,3.9,3.9,6.3,True
324,324,0.7,0.5,0.5,1.3,True
325,325,0.7,0.5,0.7,1.1,True
326,326,0.7,0.5,0.9,0.9,True
327,327,0.7,0.5,1.1,0.9000000000000001,True
328,328,0.7,0.5,1.3,1.1,True
329,329,0.7,0.5,1.5,1.3,True
330,330,0.7,0.5,1.7,1.5,True
331,331,0.7,0.5,1.9,1.7,True
332,332,0.7,0.5,2.1,1.9,True
333,333,0.7,0.5,2.3,2.1,True
334,334,0.7,0.5,2.5,2.3,True
335,335,0.7,0.5,2.7,2.5,True
336,336,0.7,0.5,2.9,2.7,True
337,337,0.7,0.5,3.1,2.9000000000000004,True
338,338,0.7,0.5,3.3,3.1,True
339,339,0.7,0.5,3.5,3.3,True
340,340,0.7,0.5,3.7,3.5,True
341,341,0.7,0.5,3.9,3.7,True
342,342,0.7,0.7,0.5,1.1,True
343,343,0.7,0.7,0.7,0.9000000000000001,True
344,344,0.7,0.7,0.9,0.7000000000000001,True
345,345,0.7,0.7,1.1,0.7000000000000002,True
346,346,0.7,0.7,1.3,0.9000000000000001,True
347,347,0.7,0.7,1.5,1.1,True
348,348,0.7,0.7,1.7,1.3,True
349,349,0.7,0.7,1.9,1.5,True
350,350,0.7,0.7,2.1,1.7000000000000002,True
351,351,0.7,0.7,2.3,1.9,True
352,352,0.7,0.7,2.5,2.1,True
353,353,0.7,0.7,2.7,2.3000000000000003,True
354,354,0.7,0.7,2.9,2.5,True
355,355,0.7,0.7,3.1,2.7,True
356,356,0.7,0.7,3.3,2.9,True
357,357,0.7,0.7,3.5,3.1,True
358,358,0.7,0.7,3.7,3.3000000000000003,True
359,359,0.7,0.7,3.9,3.5,True
360,360,0.7,0.9,0.5,0.9,True
361,361,0.7,0.9,0.7,0.7000000000000001,True
362,362,0.7,0.9,0.9,0.5,True
363,363,0.7,0.9,1.1,0.5000000000000001,True
364,364,0.7,0.9,1.3,0.7000000000000001,True
365,365,0.7,0.9,1.5,0.9,True
366,366,0.7,0.9,1.7,1.1,True
367,367,0.7,0.9,1.9,1.2999999999999998,True
368,368,0.7,0.9,2.1,1.5,True
369,369,0.7,0.9,2.3,1.6999999999999995,True
370,370,0.7,0.9,2.5,1.9,True
371,371,0.7,0.9,2.7,2.1,True
372,372,0.7,0.9,2.9,2.3,True
373,373,0.7,0.9,3.1,2.5,True
374,374,0.7,0.9,3.3,2.7,True
375,375,0.7,0.9,3.5,2.9,True
376,376,0.7,0.9,3.7,3.1,True
377,377,0.7,0.9,3.9,3.3,True
378,378,0.7,1.1,0.5,0.9000000000000001,True
379,379,0.7,1.1,0.7,0.7000000000000002,True
380,380,0.7,1.1,0.9,0.5000000000000001,True
381,381,0.7,1.1,1.1,0.5000000000000002,True
382,382,0.7,1.1,1.3,0.7000000000000002,True
383,383,0.7,1.1,1.5,0.9000000000000001,True
384,384,0.7,1.1,1.7,1.1,True
385,385,0.7,1.1,1.9,1.3,True
386,386,0.7,1.1,2.1,1.5000000000000002,True
387,387,0.7,1.1,2.3,1.7,True
388,388,0.7,1.1,2.5,1.9,True
389,389,0.7,1.1,2.7,2.1000000000000005,True
390,390,0.7,1.1,2.9,2.3,True
391,391,0.7,1.1,3.1,2.5,True
392,392,0.7,1.1,3.3,2.7,True
393,393,0.7,1.1,3.5,2.9000000000000004,True
394,394,0.7,1.1,3.7,3.1000000000000005,True
395,395,0.7,1.1,3.9,3.3,True
396,396,0.7,1.3,0.5,1.1,True
397,397,0.7,1.3,0.7,0.9000000000000001,True
398,398,0.7,1.3,0.9,0.7000000000000001,True
399,399,0.7,1.3,1.1,0.7000000000000002,True
400,400,0.7,1.3,1.3,0.9000000000000001,True
401,401,0.7,1.3,1.5,1.1,True
402,402,0.7,1.3,1.7,1.3,True
403,403,0.7,1.3,1.9,1.5,True
404,404,0.7,1.3,2.1,1.7000000000000002,True
405,405,0.7,1.3,2.3,1.9,True
406,406,0.7,1.3,2.5,2.1,True
407,407,0.7,1.3,2.7,2.3000000000000003,True
408,408,0.7,1.3,2.9,2.5,True
409,409,0.7,1.3,3.1,2.7,True
410,410,0.7,1.3,3.3,2.9,True
411,411,0.7,1.3,3.5,3.1,True
412,412,0.7,1.3,3.7,3.3000000000000003,True
413,413,0.7,1.3,3.9,3.5,True
414,414,0.7,1.5,0.5,1.3,True
415,415,0.7,1.5,0.7,1.1,True
416,416,0.7,1.5,0.9,0.9,True
417,417,0.7,1.5,1.1,0.9000000000000001,True
418,418,0.7,1.5,1.3,1.1,True
419,419,0.7,1.5,1.5,1.3,True
420,420,0.7,1.5,1.7,1.5,True
421,421,0.7,1.5,1.9,1.7,True
422,422,0.7,1.5,2.1,1.9,True
423,423,0.7,1.5,2.3,2.1,True
424,424,0.7,1.5,2.5,2.3,True
425,425,0.7,1.5,2.7,2.5,True
426,426,0.7,1.5,2.9,2.7,True
427,427,0.7,1.5,3.1,2.9000000000000004,True
428,428,0.7,1.5,3.3,3.1,True
429,429,0.7,1.5,3.5,3.3,True
430,430,0.7,1.5,3.7,3.5,True
431,431,0.7,1.5,3.9,3.7,True
432,432,0.7,1.7,0.5,1.5,True
433,433,0.7,1.7,0.7,1.3,True
434,434,0.7,1.7,0.9,1.1,True
435,435,0.7,1.7,1.1,1.1,True
436,436,0.7,1.7,1.3,1.3,True
437,437,0.7,1.7,1.5,1.5,True
438,438,0.7,1.7,1.7,1.7,True
439,439,0.7,1.7,1.9,1.9,True
440,440,0.7,1.7,2.1,2.1,True
441,441,0.7,1.7,2.3,2.3,True
442,442,0.7,1.7,2.5,2.5,True
443,443,0.7,1.7,2.7,2.7,True
444,444,0.7,1.7,2.9,2.9,True
445,445,0.7,1.7,3.1,3.1,True
446,446,0.7,1.7,3.3,3.3,True
447,447,0.7,1.7,3.5,3.5,True
448,448,0.7,1.7,3.7,3.7,True
449,449,0.7,1.7,3.9,3.9,True
450,450,0.7,1.9,0.5,1.7,True
451,451,0.7,1.9,0.7,1.5,True
452,452,0.7,1.9,0.9,1.2999999999999998,True
453,453,0.7,1.9,1.1,1.3,True
454,454,0.7,1.9,1.3,1.5,True
455,455,0.7,1.9,1.5,1.7,True
456,456,0.7,1.9,1.7,1.9,True
457,457,0.7,1.9,1.9,2.1,True
458,458,0.7,1.9,2.1,2.3,True
459,459,0.7,1.9,2.3,2.5,True
460,460,0.7,1.9,2.5,2.7,True
461,461,0.7,1.9,2.7,2.9000000000000004,True
462,462,0.7,1.9,2.9,3.1,True
463,463,0.7,1.9,3.1,3.3,True
464,464,0.7,1.9,3.3,3.5,True
465,465,0.7,1.9,3.5,3.7,True
466,466,0.7,1.9,3.7,3.9,True
467,467,0.7,1.9,3.9,4.1,True
468,468,0.7,2.1,0.5,1.9,True
469,469,0.7,2.1,0.7,1.7000000000000002,True
470,470,0.7,2.1,0.9,1.5,True
471,471,0.7,2.1,1.1,1.5000000000000002,True
472,472,0.7,2.1,1.3,1.7000000000000002,True
473,473,0.7,2.1,1.5,1.9,True
474,474,0.7,2.1,1.7,2.1,True
475,475,0.7,2.1,1.9,2.3,True
476,476,0.7,2.1,2.1,2.5,True
477,477,0.7,2.1,2.3,2.7,True
478,478,0.7,2.1,2.5,2.9000000000000004,True
479,479,0.7,2.1,2.7,3.1000000000000005,True
480,480,0.7,2.1,2.9,3.3,True
481,481,0.7,2.1,3.1,3.5,True
482,482,0.7,2.1,3.3,3.7,True
483,483,0.7,2.1,3.5,3.9,True
484,484,0.7,2.1,3.7,4.1000000000000005,True
485,485,0.7,2.1,3.9,4.3,True
486,486,0.7,2.3,0.5,2.1,True
487,487,0.7,2.3,0.7,1.9,True
488,488,0.7,2.3,0.9,1.6999999999999995,True
489,489,0.7,2.3,1.1,1.7,True
490,490,0.7,2.3,1.3,1.9,True
491,491,0.7,2.3,1.5,2.1,True
492,492,0.7,2.3,1.7,2.3,True
493,493,0.7,2.3,1.9,2.5,True
494,494,0.7,2.3,2.1,2.7,True
495,495,0.7,2.3,2.3,2.8999999999999995,True
496,496,0.7,2.3,2.5,3.1,True
497,497,0.7,2.3,2.7,3.3,True
498,498,0.7,2.3,2.9,3.5,True
499,499,0.7,2.3,3.1,3.7,True
500,500,0.7,2.3,3.3,3.9,True
501,501,0.7,2.3,3.5,4.1,True
502,502,0.7,2.3,3.7,4.3,True
503,503,0.7,2.3,3.9,4.5,True
504,504,0.7,2.5,0.5,2.3,True
505,505,0.7,2.5,0.7,2.1,True
506,506,0.7,2.5,0.9,1.9,True
507,507,0.7,2.5,1.1,1.9,True
508,508,0.7,2.5,1.3,2.1,True
509,509,0.7,2.5,1.5,2.3,True
510,510,0.7,2.5,1.7,2.5,True
511,511,0.7,2.5,1.9,2.7,True
512,512,0.7,2.5,2.1,2.9000000000000004,True
513,513,0.7,2.5,2.3,3.1,True
514,514,0.7,2.5,2.5,3.3,True
515,515,0.7,2.5,2.7,3.5,True
516,516,0.7,2.5,2.9,3.7,True
517,517,0.7,2.5,3.1,3.9,True
518,518,0.7,2.5,3.3,4.1,True
519,519,0.7,2.5,3.5,4.3,True
520,520,0.7,2.5,3.7,4.5,True
521,521,0.7,2.5,3.9,4.7,True
522,522,0.7,2.7,0.5,2.5,True
523,523,0.7,2.7,0.7,2.3,True
524,524,0.7,2.7,0.9,2.1,True
525,525,0.7,2.7,1.1,2.1,True
526,526,0.7,2.7,1.3,2.3,True
527,527,0.7,2.7,1.5,2.5,True
528,528,0.7,2.7,1.7,2.7,True
529,529,0.7,2.7,1.9,2.9,True
530,530,0.7,2.7,2.1,3.1,True
531,531,0.7,2.7,2.3,3.3,True
532,532,0.7,2.7,2.5,3.5,True
533,533,0.7,2.7,2.7,3.7,True
534,534,0.7,2.7,2.9,3.9,True
535,535,0.7,2.7,3.1,4.1,True
536,536,0.7,2.7,3.3,4.3,True
537,537,0.7,2.7,3.5,4.5,True
538,538,0.7,2.7,3.7,4.7,True
539,539,0.7,2.7,3.9,4.9,True
540,540,0.7,2.9,0.5,2.7,True
541,541,0.7,2.9,0.7,2.5,True
542,542,0.7,2.9,0.9,2.3000000000000003,True
543,543,0.7,2.9,1.1,2.3000000000000003,True
544,544,0.7,2.9,1.3,2.5,True
545,545,0.7,2.9,1.5,2.7,True
546,546,0.7,2.9,1.7,2.9000000000000004,True
547,547,0.7,2.9,1.9,3.1,True
548,548,0.7,2.9,2.1,3.3000000000000003,True
549,549,0.7,2.9,2.3,3.5,True
550,550,0.7,2.9,2.5,3.7,True
551,551,0.7,2.9,2.7,3.9,True
552,552,0.7,2.9,2.9,4.1,True
553,553,0.7,2.9,3.1,4.300000000000002,True
554,554,0.7,2.9,3.3,4.5,True
555,555,0.7,2.9,3.5,4.7,True
556,556,0.7,2.9,3.7,4.9,True
557,557,0.7,2.9,3.9,5.1,True
558,558,0.7,3.1,0.5,2.9000000000000004,True
559,559,0.7,3.1,0.7,2.7,True
560,560,0.7,3.1,0.9,2.5000000000000004,True
561,561,0.7,3.1,1.1,2.5000000000000004,True
562,562,0.7,3.1,1.3,2.7,True
563,563,0.7,3.1,1.5,2.9000000000000004,True
564,564,0.7,3.1,1.7,3.1000000000000005,True
565,565,0.7,3.1,1.9,3.3000000000000003,True
566,566,0.7,3.1,2.1,3.5000000000000004,True
567,567,0.7,3.1,2.3,3.7,True
568,568,0.7,3.1,2.5,3.9,True
569,569,0.7,3.1,2.7,4.1000000000000005,True
570,570,0.7,3.1,2.9,4.300000000000002,True
571,571,0.7,3.1,3.1,4.5,True
572,572,0.7,3.1,3.3,4.7,True
573,573,0.7,3.1,3.5,4.9,True
574,574,0.7,3.1,3.7,5.1000000000000005,True
575,575,0.7,3.1,3.9,5.300000000000002,True
576,576,0.7,3.3,0.5,3.1,True
577,577,0.7,3.3,0.7,2.8999999999999995,True
578,578,0.7,3.3,0.9,2.7,True
579,579,0.7,3.3,1.1,2.7,True
580,580,0.7,3.3,1.3,2.8999999999999995,True
581,581,0.7,3.3,1.5,3.1,True
582,582,0.7,3.3,1.7,3.3,True
583,583,0.7,3.3,1.9,3.5,True
584,584,0.7,3.3,2.1,3.7,True
585,585,0.7,3.3,2.3,3.9,True
586,586,0.7,3.3,2.5,4.1,True
587,587,0.7,3.3,2.7,4.3,True
588,588,0.7,3.3,2.9,4.5,True
589,589,0.7,3.3,3.1,4.699999999999998,True
590,590,0.7,3.3,3.3,4.9,True
591,591,0.7,3.3,3.5,5.1,True
592,592,0.7,3.3,3.7,5.3,True
593,593,0.7,3.3,3.9,5.5,True
594,594,0.7,3.5,0.5,3.3,True
595,595,0.7,3.5,0.7,3.1,True
596,596,0.7,3.5,0.9,2.9,True
597,597,0.7,3.5,1.1,2.9,True
598,598,0.7,3.5,1.3,3.1,True
599,599,0.7,3.5,1.5,3.3,True
600,600,0.7,3.5,1.7,3.5,True
601,601,0.7,3.5,1.9,3.7,True
602,602,0.7,3.5,2.1,3.9,True
603,603,0.7,3.5,2.3,4.1,True
604,604,0.7,3.5,2.5,4.3,True
605,605,0.7,3.5,2.7,4.5,True
606,606,0.7,3.5,2.9,4.699999999999998,True
607,607,0.7,3.5,3.1,4.9,True
